qpid	goid	ontology	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
gene-OO714_RS02645	0008616	BP	queuosine_biosynthetic_process	8.89291799571	0.737700861224	2	100
gene-OO714_RS02645	0046872	MF	metal_ion_binding	2.49266752823	0.53394443113	7	100
gene-OO714_RS02645	0002099	BP	tRNA_wobble_guanine_modification	1.19527626373	0.463445259076	44	6
gene-OO714_RS05575	0009274	CC	peptidoglycan-based_cell_wall	10.9109777815	0.784321289151	1	1
gene-OO714_RS05575	0008955	MF	peptidoglycan_glycosyltransferase_activity	9.97340335775	0.763251700387	1	1
gene-OO714_RS05575	0046677	BP	response_to_antibiotic	8.49011475494	0.727780877591	1	1
gene-OO714_RS05575	0009002	MF	serine-type_D-Ala-D-Ala_carboxypeptidase_activity	9.81009235464	0.759481892248	2	1
gene-OO714_RS05575	0009252	BP	peptidoglycan_biosynthetic_process	6.75909270527	0.682194664689	2	1
gene-OO714_RS05575	0008360	BP	regulation_of_cell_shape	6.74875586445	0.68190589847	3	1
gene-OO714_RS05575	0008658	MF	penicillin_binding	9.22486485301	0.74570815717	4	1
gene-OO714_RS05575	0005886	CC	plasma_membrane	2.67913332492	0.542364206507	4	1
gene-OO714_RS05575	0071555	BP	cell_wall_organization	6.65784207742	0.67935657719	10	1
gene-OO714_RS05575	0006508	BP	proteolysis	4.34615998678	0.607404913815	21	1
gene-OO714_RS02425	0016885	MF	ligase_activity,_forming_carbon-carbon_bonds	7.83883464108	0.711229782785	1	21
gene-OO714_RS02425	0006552	BP	leucine_catabolic_process	4.9836567788	0.628846009097	1	8
gene-OO714_RS02425	0005759	CC	mitochondrial_matrix	3.18030580569	0.563641141022	1	8
gene-OO714_RS02425	2001295	BP	malonyl-CoA_biosynthetic_process	4.21640096887	0.602851891295	2	11
gene-OO714_RS02425	0002169	CC	3-methylcrotonyl-CoA_carboxylase_complex,_mitochondrial	2.59101659127	0.538423140563	2	3
gene-OO714_RS02425	0004075	MF	biotin_carboxylase_activity	6.93469849547	0.687067004026	3	15
gene-OO714_RS02425	0005524	MF	ATP_binding	2.86099722377	0.550298287675	8	24
gene-OO714_RS02425	0006631	BP	fatty_acid_metabolic_process	3.2413254801	0.566113455564	12	13
gene-OO714_RS02425	0046872	MF	metal_ion_binding	2.39467947304	0.529393398028	16	24
gene-OO714_RS02425	0009507	CC	chloroplast	0.678804583191	0.424329696061	16	3
gene-OO714_RS02425	0005829	CC	cytosol	0.542357239292	0.411632405613	19	2
gene-OO714_RS02425	0009317	CC	acetyl-CoA_carboxylase_complex	0.352319210525	0.390885613697	20	1
gene-OO714_RS02425	0005743	CC	mitochondrial_inner_membrane	0.22609245301	0.373741409534	21	1
gene-OO714_RS02425	0072330	BP	monocarboxylic_acid_biosynthetic_process	2.72618736211	0.544442189034	25	11
gene-OO714_RS02425	0005515	MF	protein_binding	0.813085671266	0.435628674211	27	4
gene-OO714_RS02425	0009374	MF	biotin_binding	0.678736891928	0.424323731099	28	1
gene-OO714_RS02425	0005886	CC	plasma_membrane	0.119400475634	0.354872950918	28	1
gene-OO714_RS02425	0008610	BP	lipid_biosynthetic_process	2.19603178141	0.519872084362	43	11
gene-OO714_RS02425	0016042	BP	lipid_catabolic_process	0.916926988678	0.443738154402	79	3
gene-OO714_RS02425	0072329	BP	monocarboxylic_acid_catabolic_process	0.642033521829	0.421044395748	89	2
gene-OO714_RS02425	0045717	BP	negative_regulation_of_fatty_acid_biosynthetic_process	0.53482869259	0.410887639201	91	1
gene-OO714_RS02425	0006768	BP	biotin_metabolic_process	0.439726973058	0.400984896853	100	1
gene-OO714_RS02425	0006094	BP	gluconeogenesis	0.330113650946	0.388125411641	105	1
gene-OO714_RS02415	0008470	MF	isovaleryl-CoA_dehydrogenase_activity	15.4432709267	0.853436784386	1	1
gene-OO714_RS02415	0006552	BP	leucine_catabolic_process	14.1027261393	0.845428561767	1	1
gene-OO714_RS02415	0005737	CC	cytoplasm	2.01496728561	0.510810736938	1	1
gene-OO714_RS02415	0033539	BP	fatty_acid_beta-oxidation_using_acyl-CoA_dehydrogenase	13.2568392595	0.833372367712	2	1
gene-OO714_RS02415	0050660	MF	flavin_adenine_dinucleotide_binding	6.11465005884	0.663747924067	5	1
gene-OO714_RS16985	0070006	MF	metalloaminopeptidase_activity	9.58691570031	0.754279055547	1	100
gene-OO714_RS16985	0006508	BP	proteolysis	4.3542346685	0.607685979354	1	100
gene-OO714_RS16985	0005737	CC	cytoplasm	2.01988964469	0.511062337103	1	100
gene-OO714_RS16985	0030145	MF	manganese_ion_binding	8.64051098111	0.731511713329	2	100
gene-OO714_RS16985	1903770	BP	negative_regulation_of_beta-galactosidase_activity	0.230410265204	0.374397552595	9	1
gene-OO714_RS16985	0042150	BP	plasmid_recombination	0.223655862815	0.373368373375	10	1
gene-OO714_RS16985	2000143	BP	negative_regulation_of_DNA-templated_transcription_initiation	0.164186452338	0.363534934708	11	1
gene-OO714_RS16985	0071139	BP	resolution_of_recombination_intermediates	0.164010929575	0.363503477692	12	1
gene-OO714_RS16985	0001073	MF	transcription_antitermination_factor_activity,_DNA_binding	0.146145239572	0.360208431177	16	1
gene-OO714_RS16985	0003677	MF	DNA_binding	0.0597384804493	0.340188995095	17	2
gene-OO714_RS16985	0006276	BP	plasmid_maintenance	0.123721498251	0.355772745143	24	1
gene-OO714_RS16985	0043171	BP	peptide_catabolic_process	0.114149926537	0.353757389527	27	1
gene-OO714_RS16985	0031564	BP	transcription_antitermination	0.0874664874928	0.347642513369	35	1
gene-OO714_RS16985	0016070	BP	RNA_metabolic_process	0.0684280925306	0.342682525086	45	2
gene-OO714_RS16985	0034654	BP	nucleobase-containing_compound_biosynthetic_process	0.0345332666969	0.331682702665	82	1
gene-OO714_RS16985	0010467	BP	gene_expression	0.0232966400504	0.326862219971	89	1
gene-OO714_RS01535	0008199	MF	ferric_iron_binding	10.0733632407	0.765543921668	1	14
gene-OO714_RS01535	0006879	BP	intracellular_iron_ion_homeostasis	9.61799682964	0.755007241646	1	14
gene-OO714_RS01535	0005829	CC	cytosol	2.37256189079	0.528353341683	1	5
gene-OO714_RS01535	0004322	MF	ferroxidase_activity	9.7287255738	0.757591941219	2	11
gene-OO714_RS01535	0016020	CC	membrane	0.0989494303891	0.350374443608	4	2
gene-OO714_RS01535	0006826	BP	iron_ion_transport	8.19460183483	0.720352641358	8	14
gene-OO714_RS01535	0020037	MF	heme_binding	1.61528603319	0.489240348025	11	4
gene-OO714_RS01535	0042803	MF	protein_homodimerization_activity	0.770852999466	0.432183036604	15	1
gene-OO714_RS01535	0051238	BP	sequestering_of_metal_ion	4.97113018275	0.628438376607	16	4
gene-OO714_RS01535	0051651	BP	maintenance_of_location_in_cell	3.73770200562	0.58541715461	19	4
gene-OO714_RS01770	0009015	MF	N-succinylarginine_dihydrolase_activity	14.4534471396	0.847559212437	1	100
gene-OO714_RS01770	0019545	BP	arginine_catabolic_process_to_succinate	12.6553821385	0.821240344833	1	100
gene-OO714_RS01770	0019544	BP	arginine_catabolic_process_to_glutamate	12.5812778124	0.81972580845	3	100
gene-OO714_RS01770	0042803	MF	protein_homodimerization_activity	0.095059196551	0.349467586972	6	1
gene-OO714_RS11765	0042276	BP	error-prone_translesion_synthesis	14.1177885892	0.845520607881	1	1
gene-OO714_RS11765	0003684	MF	damaged_DNA_binding	8.72159508576	0.733509675797	1	1
gene-OO714_RS11765	0003887	MF	DNA-directed_DNA_polymerase_activity	7.90008951117	0.712815061187	2	1
gene-OO714_RS11765	0009432	BP	SOS_response	8.29413185291	0.722869240404	5	1
gene-OO714_RS02805	0000160	BP	phosphorelay_signal_transduction_system	5.09414304762	0.632419425177	1	37
gene-OO714_RS02805	0000156	MF	phosphorelay_response_regulator_activity	4.3982828394	0.609214651592	1	16
gene-OO714_RS02805	0032993	CC	protein-DNA_complex	2.27805286587	0.523853552773	1	11
gene-OO714_RS02805	0003677	MF	DNA_binding	3.25848518742	0.566804508824	2	37
gene-OO714_RS02805	0005737	CC	cytoplasm	1.97401378111	0.50870542029	2	36
gene-OO714_RS02805	0001067	MF	transcription_regulatory_region_nucleic_acid_binding	3.10896054032	0.560720193403	4	12
gene-OO714_RS02805	0006355	BP	regulation_of_DNA-templated_transcription	3.50587398384	0.576572178489	6	37
gene-OO714_RS02805	0043231	CC	intracellular_membrane-bounded_organelle	0.0761713208907	0.344773969172	8	1
gene-OO714_RS02805	0042802	MF	identical_protein_binding	0.820559943365	0.436229077045	13	3
gene-OO714_RS02805	0001108	MF	bacterial-type_RNA_polymerase_holo_enzyme_binding	0.694094949276	0.425669548149	15	1
gene-OO714_RS02805	0001216	MF	DNA-binding_transcription_activator_activity	0.293406481082	0.383350496355	18	1
gene-OO714_RS02805	0046872	MF	metal_ion_binding	0.192629487634	0.368427664267	21	3
gene-OO714_RS02805	0006817	BP	phosphate_ion_transport	1.83968616863	0.50164206529	24	8
gene-OO714_RS02805	1902680	BP	positive_regulation_of_RNA_biosynthetic_process	1.56082487379	0.48610268258	26	7
gene-OO714_RS02805	2001023	BP	regulation_of_response_to_drug	0.723405546762	0.428197320127	39	1
gene-OO714_RS02805	0080040	BP	positive_regulation_of_cellular_response_to_phosphate_starvation	0.551434012745	0.412523491634	40	1
gene-OO714_RS02805	0044092	BP	negative_regulation_of_molecular_function	0.411193427381	0.397808578967	52	1
gene-OO714_RS02805	0000271	BP	polysaccharide_biosynthetic_process	0.380044302987	0.394212508856	53	2
gene-OO714_RS02805	0010810	BP	regulation_of_cell-substrate_adhesion	0.370165733689	0.393041490649	54	1
gene-OO714_RS02805	0071978	BP	bacterial-type_flagellum-dependent_swarming_motility	0.328736481756	0.38795121257	59	1
gene-OO714_RS02805	0046677	BP	response_to_antibiotic	0.22700242065	0.373880207536	72	1
gene-OO714_RS02805	0007155	BP	cell_adhesion	0.210595964686	0.371333348613	75	1
gene-OO714_RS02805	1902679	BP	negative_regulation_of_RNA_biosynthetic_process	0.204951967132	0.370434393746	78	1
gene-OO714_RS02805	0071555	BP	cell_wall_organization	0.178012466439	0.365962092279	82	1
gene-OO714_RS09390	0033468	BP	CMP-keto-3-deoxy-D-manno-octulosonic_acid_biosynthetic_process	12.422796413	0.816471739829	1	100
gene-OO714_RS09390	0008690	MF	3-deoxy-manno-octulosonate_cytidylyltransferase_activity	12.4066441774	0.81613892642	1	100
gene-OO714_RS09390	0005737	CC	cytoplasm	2.01985236511	0.511060432757	1	100
gene-OO714_RS09390	0009103	BP	lipopolysaccharide_biosynthetic_process	8.90361576357	0.737961222922	3	100
gene-OO714_RS09390	0000287	MF	magnesium_ion_binding	0.0513401102123	0.337599933088	7	1
gene-OO714_RS09390	0005515	MF	protein_binding	0.0466707141828	0.33606814521	8	1
gene-OO714_RS09390	0046400	BP	keto-3-deoxy-D-manno-octulosonic_acid_metabolic_process	0.114788644857	0.35389444675	40	1
gene-OO714_RS09390	0046364	BP	monosaccharide_biosynthetic_process	0.0760838432151	0.344750951423	42	1
gene-OO714_RS09390	0046394	BP	carboxylic_acid_biosynthetic_process	0.0400304215353	0.333751040918	44	1
gene-OO714_RS18185	0008726	MF	alkanesulfonate_monooxygenase_activity	14.1068212465	0.84545359169	1	43
gene-OO714_RS18185	0046306	BP	alkanesulfonate_catabolic_process	0.94986732803	0.446213571333	1	3
gene-OO714_RS00125	0004479	MF	methionyl-tRNA_formyltransferase_activity	11.4765047857	0.79659390061	1	100
gene-OO714_RS00125	0071951	BP	conversion_of_methionyl-tRNA_to_N-formyl-methionyl-tRNA	11.085619347	0.788144470563	1	100
gene-OO714_RS00125	0005829	CC	cytosol	0.254182181373	0.377904734117	1	4
gene-OO714_RS00125	0006413	BP	translational_initiation	7.9195801396	0.713318189593	3	100
gene-OO714_RS10035	0036348	MF	hydantoin_racemase_activity	19.1736907457	0.874049666382	1	3
gene-OO714_RS10035	0008652	BP	amino_acid_biosynthetic_process	4.91409024765	0.62657569224	1	3
gene-OO714_RS10035	0036361	MF	racemase_activity,_acting_on_amino_acids_and_derivatives	9.65261305572	0.755816866409	2	3
gene-OO714_RS15375	0102354	MF	11-cis-retinol_dehydrogenase_activity	23.9113602204	0.897516427245	1	4
gene-OO714_RS15375	0042572	BP	retinol_metabolic_process	14.2446044574	0.846293636449	1	4
gene-OO714_RS15375	0005654	CC	nucleoplasm	5.56832792281	0.647332865221	1	3
gene-OO714_RS15375	0052650	MF	NADP-retinol_dehydrogenase_activity	16.7662560564	0.861005927723	2	4
gene-OO714_RS15375	0005829	CC	cytosol	4.91424693779	0.626580823845	2	3
gene-OO714_RS15375	0005783	CC	endoplasmic_reticulum	4.82188292729	0.623541576071	3	3
gene-OO714_RS15375	0016229	MF	steroid_dehydrogenase_activity	5.43888080459	0.643326847073	7	2
gene-OO714_RS15375	0004745	MF	NAD-retinol_dehydrogenase_activity	4.65537763424	0.617988226523	8	1
gene-OO714_RS15375	0001917	CC	photoreceptor_inner_segment	3.87113968417	0.590384078672	9	1
gene-OO714_RS15375	0001750	CC	photoreceptor_outer_segment	3.28812607092	0.567993929816	10	1
gene-OO714_RS15375	0001649	BP	osteoblast_differentiation	3.43428217806	0.573781973628	15	1
gene-OO714_RS15375	0005765	CC	lysosomal_membrane	2.45659287828	0.532279537561	15	1
gene-OO714_RS15375	0110095	BP	cellular_detoxification_of_aldehyde	3.30921302138	0.568836840479	17	1
gene-OO714_RS15375	0007601	BP	visual_perception	3.01371596586	0.556768034976	19	1
gene-OO714_RS15375	0042175	CC	nuclear_outer_membrane-endoplasmic_reticulum_membrane_network	1.69800838403	0.493906708868	28	1
gene-OO714_RS15375	0031984	CC	organelle_subcompartment	1.66141422105	0.491856785821	29	1
gene-OO714_RS15375	0005739	CC	mitochondrion	1.14925004596	0.460358872824	35	1
gene-OO714_RS11115	0034707	CC	chloride_channel_complex	11.0454184334	0.787267092379	1	1
gene-OO714_RS11115	0005247	MF	voltage-gated_chloride_channel_activity	10.9257503293	0.784645862804	1	1
gene-OO714_RS11115	1902476	BP	chloride_transmembrane_transport	9.3053761068	0.747628455481	1	1
gene-OO714_RS11115	0005886	CC	plasma_membrane	2.67730859147	0.542283257252	7	1
gene-OO714_RS06330	0106283	MF	ursodeoxycholate_7-beta-dehydrogenase_(NAD+)_activity	14.0145141168	0.844888511403	1	4
gene-OO714_RS06330	0030678	CC	mitochondrial_ribonuclease_P_complex	12.3429487151	0.814824378439	1	4
gene-OO714_RS06330	0090646	BP	mitochondrial_tRNA_processing	10.9342956724	0.784833515841	1	4
gene-OO714_RS06330	0106282	MF	isoursodeoxycholate_7-beta-dehydrogenase_(NAD+)_activity	14.0145141168	0.844888511403	2	4
gene-OO714_RS06330	0008209	BP	androgen_metabolic_process	10.2765200867	0.770167812044	2	4
gene-OO714_RS06330	0042645	CC	mitochondrial_nucleoid	6.48230720654	0.674384652275	2	3
gene-OO714_RS06330	0047015	MF	3-hydroxy-2-methylbutyryl-CoA_dehydrogenase_activity	12.8547341544	0.825292810521	3	4
gene-OO714_RS06330	0047035	MF	testosterone_dehydrogenase_(NAD+)_activity	12.3942254671	0.815882894169	4	4
gene-OO714_RS06330	0008210	BP	estrogen_metabolic_process	10.1122297968	0.766432114212	4	4
gene-OO714_RS06330	0062173	BP	brexanolone_metabolic_process	9.92332943956	0.762099116208	5	3
gene-OO714_RS06330	0106281	MF	chenodeoxycholate_7-alpha-dehydrogenase_(NAD+)_activity	10.4990767869	0.775181089801	6	3
gene-OO714_RS06330	0004303	MF	estradiol_17-beta-dehydrogenase_[NAD(P)]_activity	10.3887114283	0.772701729261	7	4
gene-OO714_RS06330	0044594	MF	17-beta-hydroxysteroid_dehydrogenase_(NAD+)_activity	9.77081046402	0.758570452712	8	3
gene-OO714_RS06330	0000964	BP	mitochondrial_RNA_5'-end_processing	9.12050969429	0.743206637014	9	3
gene-OO714_RS06330	0008709	MF	cholate_7-alpha-dehydrogenase_activity	8.50247888658	0.728088831295	9	3
gene-OO714_RS06330	0043527	CC	tRNA_methyltransferase_complex	3.96929937797	0.593983420814	9	2
gene-OO714_RS06330	0006550	BP	isoleucine_catabolic_process	9.09928879034	0.742696198087	10	3
gene-OO714_RS06330	0047044	MF	androstan-3-alpha,17-beta-diol_dehydrogenase_activity	8.39344802633	0.725365425816	10	3
gene-OO714_RS06330	0000965	BP	mitochondrial_RNA_3'-end_processing	8.59162529173	0.730302607711	12	3
gene-OO714_RS06330	0003857	MF	3-hydroxyacyl-CoA_dehydrogenase_activity	7.74754513574	0.708855668027	12	4
gene-OO714_RS06330	1900864	BP	mitochondrial_RNA_modification	7.94278892138	0.713916491042	14	3
gene-OO714_RS06330	0018454	MF	acetoacetyl-CoA_reductase_activity	4.42897995218	0.610275459569	14	2
gene-OO714_RS06330	0008207	BP	C21-steroid_hormone_metabolic_process	7.73487494166	0.708525058398	15	3
gene-OO714_RS06330	0006699	BP	bile_acid_biosynthetic_process	7.68202511071	0.707143092486	16	3
gene-OO714_RS06330	0047022	MF	7-beta-hydroxysteroid_dehydrogenase_(NADP+)_activity	3.69905122793	0.58396196483	17	1
gene-OO714_RS06330	0000049	MF	tRNA_binding	3.49025100149	0.575965739588	18	3
gene-OO714_RS06330	0051289	BP	protein_homotetramerization	6.87661853141	0.685462424042	19	3
gene-OO714_RS06330	0035410	MF	dihydrotestosterone_17-beta-dehydrogenase_activity	3.16685356611	0.56309291865	19	1
gene-OO714_RS06330	0009274	CC	peptidoglycan-based_cell_wall	1.87187946292	0.503357770026	20	1
gene-OO714_RS06330	0030331	MF	nuclear_estrogen_receptor_binding	2.59992630302	0.538824646809	21	1
gene-OO714_RS06330	0001540	MF	amyloid-beta_binding	2.10211942288	0.515220944035	23	1
gene-OO714_RS06330	0042780	BP	tRNA_3'-end_processing	5.42061050594	0.642757610654	25	3
gene-OO714_RS06330	0005496	MF	steroid_binding	1.92156520979	0.505977013543	25	1
gene-OO714_RS06330	0099116	BP	tRNA_5'-end_processing	5.2400966442	0.637081057152	26	3
gene-OO714_RS06330	0006635	BP	fatty_acid_beta-oxidation	4.97117150578	0.628439722158	30	3
gene-OO714_RS06330	0005783	CC	endoplasmic_reticulum	1.0481325621	0.453353357621	30	1
gene-OO714_RS06330	0042802	MF	identical_protein_binding	1.43262958267	0.478493517706	31	1
gene-OO714_RS06330	0005886	CC	plasma_membrane	0.907354574221	0.443010494116	31	2
gene-OO714_RS06330	0051287	MF	NAD_binding	1.05349872829	0.453733405075	35	1
gene-OO714_RS06330	0005743	CC	mitochondrial_inner_membrane	0.813907973784	0.435694863898	35	1
gene-OO714_RS06330	0070525	BP	tRNA_threonylcarbamoyladenosine_metabolic_process	4.71303896487	0.619922443709	36	3
gene-OO714_RS06330	0030488	BP	tRNA_methylation	4.22725820538	0.603235515198	44	3
gene-OO714_RS06330	0008205	BP	ecdysone_metabolic_process	3.22228346562	0.565344453609	60	1
gene-OO714_RS06330	0007005	BP	mitochondrion_organization	3.03424902784	0.557625272806	68	2
gene-OO714_RS06330	0035383	BP	thioester_metabolic_process	1.35068573588	0.473449996732	109	1
gene-OO714_RS06330	0033865	BP	nucleoside_bisphosphate_metabolic_process	1.20757989491	0.464260193117	111	1
gene-OO714_RS06330	0009150	BP	purine_ribonucleotide_metabolic_process	0.915507680743	0.443630504402	126	1
gene-OO714_RS06330	0043603	BP	amide_metabolic_process	0.519171055696	0.409321719227	141	1
gene-OO714_RS13155	0070038	MF	rRNA_(pseudouridine-N3-)-methyltransferase_activity	12.3305670616	0.814568452233	1	100
gene-OO714_RS13155	0031167	BP	rRNA_methylation	7.97094474211	0.714641150454	1	100
gene-OO714_RS13155	0005737	CC	cytoplasm	2.01982045703	0.511058802789	1	100
gene-OO714_RS13155	0042803	MF	protein_homodimerization_activity	0.0890119132043	0.348020223067	13	1
gene-OO714_RS13155	0043022	MF	ribosome_binding	0.0803565166968	0.345860170745	15	1
gene-OO714_RS15210	0004826	MF	phenylalanine-tRNA_ligase_activity	10.1829959197	0.768044915043	1	39
gene-OO714_RS15210	0006432	BP	phenylalanyl-tRNA_aminoacylation	9.96468275854	0.763051181067	1	39
gene-OO714_RS15210	0005737	CC	cytoplasm	2.0198576435	0.511060702393	1	39
gene-OO714_RS15210	0000049	MF	tRNA_binding	7.08335305113	0.691143547897	2	39
gene-OO714_RS15210	1902494	CC	catalytic_complex	0.445977367132	0.401666791585	4	4
gene-OO714_RS15210	0000287	MF	magnesium_ion_binding	5.63749005998	0.649454156515	6	39
gene-OO714_RS15210	0005524	MF	ATP_binding	2.97800650817	0.555270210384	11	39
gene-OO714_RS15210	0016740	MF	transferase_activity	0.0955461560171	0.34958210589	31	2
gene-OO714_RS02295	0004521	MF	RNA_endonuclease_activity	7.72314202501	0.708218664053	1	100
gene-OO714_RS02295	0006364	BP	rRNA_processing	6.54916683274	0.676286256879	1	100
gene-OO714_RS02295	0005737	CC	cytoplasm	2.01979938083	0.511057726141	1	100
gene-OO714_RS02295	0004222	MF	metalloendopeptidase_activity	7.48648017431	0.701988007589	2	100
gene-OO714_RS02295	0008270	MF	zinc_ion_binding	5.10288537708	0.632700512988	8	100
gene-OO714_RS02295	0016894	MF	endonuclease_activity,_active_with_either_ribo-_or_deoxyribonucleic_acids_and_producing_3'-phosphomonoesters	0.100859525462	0.350813180434	22	1
gene-OO714_RS02295	0016151	MF	nickel_cation_binding	0.086231076339	0.347338166374	23	1
gene-OO714_RS02295	0005515	MF	protein_binding	0.0465544663803	0.336029054835	24	1
gene-OO714_RS02295	0031564	BP	transcription_antitermination	0.0866909989242	0.347451722748	30	1
gene-OO714_RS02295	0009408	BP	response_to_heat	0.0843937762749	0.346881481256	33	1
gene-OO714_RS02295	0042274	BP	ribosomal_small_subunit_biogenesis	0.0811190693534	0.346055006758	36	1
gene-OO714_RS02295	0006412	BP	translation	0.0305950919436	0.330097589398	69	1
gene-OO714_RS04045	0033711	MF	4-phosphoerythronate_dehydrogenase_activity	14.1820738208	0.845912901845	1	100
gene-OO714_RS04045	0008615	BP	pyridoxine_biosynthetic_process	10.0509066223	0.765029953788	1	100
gene-OO714_RS04045	0005829	CC	cytosol	2.91655921678	0.552671640777	1	49
gene-OO714_RS04045	0046983	MF	protein_dimerization_activity	6.92278023839	0.686738286926	2	100
gene-OO714_RS04045	0051287	MF	NAD_binding	6.65199306113	0.679191970258	3	100
gene-OO714_RS04045	0042802	MF	identical_protein_binding	0.0790246723027	0.345517647251	18	1
gene-OO714_RS04045	0036001	BP	'de_novo'_pyridoxal_5'-phosphate_biosynthetic_process	1.0298948539	0.452054383717	29	5
gene-OO714_RS04695	0120159	MF	rRNA_pseudouridine_synthase_activity	9.73655655073	0.757774178498	1	16
gene-OO714_RS04695	0001522	BP	pseudouridine_synthesis	8.10497979909	0.718073455006	1	17
gene-OO714_RS04695	0006364	BP	rRNA_processing	6.20844743955	0.666491301313	2	16
gene-OO714_RS04695	0003723	MF	RNA_binding	3.57968398716	0.579419166948	7	17
gene-OO714_RS13230	0019627	BP	urea_metabolic_process	10.5018483579	0.775243185057	1	74
gene-OO714_RS13230	0016151	MF	nickel_cation_binding	9.49180250586	0.752043326655	1	74
gene-OO714_RS13230	0005737	CC	cytoplasm	2.01973114358	0.511054240299	1	74
gene-OO714_RS13230	0051082	MF	unfolded_protein_binding	8.15355242791	0.719310265165	2	74
gene-OO714_RS13230	0006457	BP	protein_folding	6.6722804845	0.679762603236	3	74
gene-OO714_RS13230	0065003	BP	protein-containing_complex_assembly	6.19193752854	0.666009931488	5	74
gene-OO714_RS15175	2001295	BP	malonyl-CoA_biosynthetic_process	10.1571435091	0.767456375307	1	100
gene-OO714_RS15175	0003989	MF	acetyl-CoA_carboxylase_activity	9.76598690801	0.758458407769	1	100
gene-OO714_RS15175	0009317	CC	acetyl-CoA_carboxylase_complex	9.62863687702	0.75525625223	1	100
gene-OO714_RS15175	0016743	MF	carboxyl-_or_carbamoyltransferase_activity	9.50232082278	0.752291119214	3	100
gene-OO714_RS15175	0005524	MF	ATP_binding	2.97803075873	0.555271230606	7	100
gene-OO714_RS15175	0006633	BP	fatty_acid_biosynthetic_process	7.02618350048	0.689580900784	13	100
gene-OO714_RS15175	0046677	BP	response_to_antibiotic	0.0804533677589	0.345884967775	73	1
gene-OO714_RS17815	0070404	MF	NADH_binding	19.552344814	0.876024991528	1	1
gene-OO714_RS17815	0046402	BP	O_antigen_metabolic_process	12.6495700541	0.821121718592	1	1
gene-OO714_RS17815	0004617	MF	phosphoglycerate_dehydrogenase_activity	11.9062954352	0.805719862792	2	1
gene-OO714_RS17815	0051262	BP	protein_tetramerization	11.5750078772	0.798700358375	3	1
gene-OO714_RS17815	0070403	MF	NAD+_binding	9.13064939633	0.743450323588	3	1
gene-OO714_RS17815	0006065	BP	UDP-glucuronate_biosynthetic_process	11.2845871953	0.792463675588	4	1
gene-OO714_RS17815	0003954	MF	NADH_dehydrogenase_activity	7.18631765622	0.693942113085	4	1
gene-OO714_RS17815	0009103	BP	lipopolysaccharide_biosynthetic_process	8.88232669083	0.737442936298	6	1
gene-OO714_RS17815	0071555	BP	cell_wall_organization	6.65413992349	0.679252397099	13	1
gene-OO714_RS01960	0046677	BP	response_to_antibiotic	8.48993632449	0.727776431779	1	1
gene-OO714_RS09650	0009289	CC	pilus	10.2156376681	0.768786950454	1	3
gene-OO714_RS09650	0007155	BP	cell_adhesion	7.60882971578	0.705221236954	1	3
gene-OO714_RS01045	0008127	MF	quercetin_2,3-dioxygenase_activity	10.4722291621	0.774579161396	1	5
gene-OO714_RS01045	0030224	BP	monocyte_differentiation	5.48100577807	0.644635676356	1	3
gene-OO714_RS01045	0016604	CC	nuclear_body	3.20304059987	0.564565028599	1	3
gene-OO714_RS01045	0005829	CC	cytosol	2.89526238222	0.551764632464	2	4
gene-OO714_RS01045	0003712	MF	transcription_coregulator_activity	2.98652928595	0.555628508537	5	3
gene-OO714_RS01045	0046872	MF	metal_ion_binding	1.9276348863	0.506294651252	7	6
gene-OO714_RS01045	0005515	MF	protein_binding	1.11451828092	0.45798872593	11	2
gene-OO714_RS01045	0007586	BP	digestion	1.43507803673	0.478641966332	12	1
gene-OO714_RS01045	0030414	MF	peptidase_inhibitor_activity	1.05320187649	0.453712406497	12	1
gene-OO714_RS01045	0042742	BP	defense_response_to_bacterium	1.16025580647	0.4611024283	13	1
gene-OO714_RS01045	0006355	BP	regulation_of_DNA-templated_transcription	1.11484492664	0.458011187401	15	3
gene-OO714_RS01045	0006366	BP	transcription_by_RNA_polymerase_II	0.974609058157	0.448044765365	28	1
gene-OO714_RS13680	0052589	MF	malate_dehydrogenase_(menaquinone)_activity	13.6410391645	0.840978448519	1	91
gene-OO714_RS13680	0006099	BP	tricarboxylic_acid_cycle	7.42567601507	0.700371359151	1	91
gene-OO714_RS13680	0005737	CC	cytoplasm	0.0864797906825	0.347399612248	1	4
gene-OO714_RS13680	0008924	MF	malate_dehydrogenase_(quinone)_activity	13.412020952	0.836457627318	2	91
gene-OO714_RS13680	0005886	CC	plasma_membrane	0.0262862594119	0.328241330859	3	1
gene-OO714_RS13680	0006069	BP	ethanol_oxidation	0.146987500545	0.360368153854	10	1
gene-OO714_RS05085	0019289	BP	rhizobactin_1021_biosynthetic_process	23.8774820237	0.897357334874	1	1
gene-OO714_RS05085	0016491	MF	oxidoreductase_activity	2.91698902883	0.55268991184	1	1
gene-OO714_RS04635	0008761	MF	UDP-N-acetylglucosamine_2-epimerase_activity	11.7902285078	0.80327181954	1	12
gene-OO714_RS04635	0000271	BP	polysaccharide_biosynthetic_process	6.20910335534	0.666510412239	1	10
gene-OO714_RS04635	0005737	CC	cytoplasm	1.65438295254	0.49146033295	1	10
gene-OO714_RS04635	0046378	BP	enterobacterial_common_antigen_metabolic_process	4.24095976677	0.603718936526	4	4
