qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
Tcas004925	MF	0001217	DNA-binding transcription repressor activity	3.92763105029	0.592461016363	13	4
Tcas004925	MF	0008270	zinc ion binding	2.86020877047	0.550264443509	15	5
Tcas004925	BP	0045892	negative regulation of DNA-templated transcription	2.26753106194	0.523346857009	17	4
Tcas004851	MF	1990269	RNA polymerase II C-terminal domain phosphoserine binding	14.6949890992	0.849011594838	1	23
Tcas004851	CC	0016593	Cdc73/Paf1 complex	12.4064938708	0.816135828368	1	23
Tcas004851	BP	0032968	positive regulation of transcription elongation by RNA polymerase II	11.8338092056	0.804192415192	1	23
Tcas004851	BP	0006368	transcription elongation by RNA polymerase II	9.87945383787	0.761086810109	4	23
Tcas004877	BP	0042407	cristae formation	13.2380268643	0.832997122746	1	55
Tcas004877	CC	0005739	mitochondrion	4.50234013258	0.612795792098	1	55
Tcas004877	CC	0016020	membrane	0.143011440963	0.359610071301	8	9
Tcas003819	CC	0005615	extracellular space	6.84025348222	0.684454312386	1	3
Tcas004792	CC	0005615	extracellular space	6.84507460469	0.684588117337	1	92
Tcas004792	CC	0016020	membrane	0.00947976914813	0.318837268199	4	1
Tcas005023	CC	0005615	extracellular space	6.84476050019	0.684579401147	1	43
Tcas005023	CC	0016020	membrane	0.019388753008	0.324918156573	4	1
Tcas004595	CC	0005615	extracellular space	6.84236655816	0.684512964287	1	6
Tcas004602	MF	0005096	GTPase activator activity	8.6959774017	0.732879447661	1	93
Tcas004602	BP	0035556	intracellular signal transduction	4.62620881391	0.617005212047	1	92
Tcas004602	CC	0016020	membrane	0.0300834627204	0.329884337352	1	3
Tcas004602	MF	0046872	metal ion binding	2.38646879941	0.52900786245	8	90
Tcas004602	BP	0008033	tRNA processing	0.0627917943018	0.341084638392	11	1
Tcas004602	MF	0016740	transferase activity	0.0252471164383	0.32777132345	13	1
Tcas004729	MF	0005221	intracellularly cyclic nucleotide-activated monoatomic cation channel activity	15.1162336539	0.851516247687	1	70
Tcas004729	CC	0017071	intracellular cyclic nucleotide activated cation channel complex	14.5966320417	0.848421629182	1	69
Tcas004729	BP	0098655	monoatomic cation transmembrane transport	4.23170880435	0.603392627948	1	70
Tcas004729	MF	0030553	cGMP binding	13.1163118527	0.830562840904	5	69
Tcas004729	CC	0005886	plasma membrane	2.51657970791	0.535041378491	8	69
Tcas004729	MF	0044877	protein-containing complex binding	6.73956651955	0.681649002538	13	69
Tcas004729	MF	0004692	cGMP-dependent protein kinase activity	0.166031736197	0.363864632472	35	1
Tcas004923	CC	0042995	cell projection	6.04006961434	0.661551550763	1	23
Tcas004923	CC	0005856	cytoskeleton	5.80744713506	0.65461233223	2	23
Tcas004923	CC	0005737	cytoplasm	1.53825692369	0.484786457715	7	23
Tcas004212	BP	0030036	actin cytoskeleton organization	8.10908859297	0.718178220913	1	7
Tcas004212	CC	0005886	plasma membrane	2.54862521663	0.5365032946	1	7
Tcas004227	MF	0030374	nuclear receptor coactivator activity	12.38853464	0.815765525503	1	14
Tcas004227	BP	0045944	positive regulation of transcription by RNA polymerase II	7.49189133811	0.70213155984	1	14
Tcas004227	CC	0005634	nucleus	3.29127303034	0.568119894749	1	14
Tcas004227	MF	0016922	nuclear receptor binding	10.6373982112	0.778270155292	2	13
Tcas004227	BP	0032870	cellular response to hormone stimulus	7.4029854649	0.699766372494	2	13
Tcas004227	MF	0046983	protein dimerization activity	6.57853830958	0.677118563343	9	14
Tcas004227	MF	0003677	DNA binding	0.168518525633	0.36430606359	14	2
Tcas004961	MF	0018812	3-hydroxyacyl-CoA dehydratase activity	14.2735166547	0.846469393597	1	93
Tcas004961	BP	0042761	very long-chain fatty acid biosynthetic process	12.335761834	0.814675842739	1	93
Tcas004961	CC	0005789	endoplasmic reticulum membrane	6.69132351657	0.680297445882	1	93
Tcas004961	BP	0030497	fatty acid elongation	11.6867466641	0.801079036008	3	93
Tcas004961	BP	0030148	sphingolipid biosynthetic process	10.096327288	0.766068911031	4	93
Tcas004961	MF	0019899	enzyme binding	0.0717338148972	0.343589161586	8	1
Tcas004611	CC	0071008	U2-type post-mRNA release spliceosomal complex	8.30850914485	0.723231516903	1	16
Tcas004611	BP	0000390	spliceosomal complex disassembly	7.56569890865	0.70408444226	1	16
Tcas004611	MF	0003677	DNA binding	3.20623594656	0.564694616696	1	30
Tcas004611	CC	0071011	precatalytic spliceosome	0.149878326751	0.360912905618	14	1
Tcas004611	CC	0071013	catalytic step 2 spliceosome	0.137640412049	0.358569084945	15	1
Tcas004611	CC	0016020	membrane	0.031169670365	0.330334964542	17	1
Tcas004621	BP	0051301	cell division	6.12605893016	0.664082728392	1	1
Tcas003969	MF	0047220	galactosylxylosylprotein 3-beta-galactosyltransferase activity	20.4258155083	0.88050991617	1	16
Tcas003969	BP	0006493	protein O-linked glycosylation	10.0927632751	0.765987472015	1	16
Tcas003969	CC	0000139	Golgi membrane	7.85232981882	0.711579568992	1	16
Tcas003969	BP	0006024	glycosaminoglycan biosynthetic process	6.84505143972	0.684587474531	7	16
Tcas003969	MF	0046982	protein heterodimerization activity	0.567723312912	0.414104448333	11	1
Tcas003969	BP	0006352	DNA-templated transcription initiation	0.430827032615	0.400005527446	21	1
Tcas004688	CC	0005674	transcription factor TFIIF complex	13.8032726231	0.843588301802	1	88
Tcas004688	MF	0061749	forked DNA-dependent helicase activity	11.6880897564	0.80110755822	1	51
Tcas004688	BP	0006367	transcription initiation at RNA polymerase II promoter	10.1557107237	0.767423735522	1	88
Tcas004688	MF	0036121	double-stranded DNA helicase activity	11.2754068934	0.792265231073	2	51
Tcas004688	MF	1990518	single-stranded 3'-5' DNA helicase activity	9.06622406691	0.7418996851	3	51
Tcas004688	MF	0009378	four-way junction helicase activity	5.90764117025	0.657617887189	5	51
Tcas004688	BP	0032508	DNA duplex unwinding	4.19021536931	0.601924625897	5	51
Tcas004688	MF	0003677	DNA binding	3.1703348743	0.563234904739	10	87
Tcas004688	MF	0003743	translation initiation factor activity	0.374044750966	0.393503155611	18	4
Tcas004688	BP	0006413	translational initiation	0.349078999786	0.390488382172	25	4
Tcas004688	CC	0016020	membrane	0.0105715651738	0.319629190582	26	1
Tcas004599	BP	0035282	segmentation	11.4650163626	0.796347636598	1	4
Tcas004599	CC	0005634	nucleus	3.10391418669	0.560512327605	1	4
Tcas004599	MF	0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	2.55472325083	0.536780443998	1	2
Tcas004599	MF	0046872	metal ion binding	2.47590671019	0.53317240579	2	5
Tcas004599	BP	0006357	regulation of transcription by RNA polymerase II	2.9406811492	0.553694976447	8	3
Tcas004599	MF	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	1.66191861448	0.491885193394	10	1
Tcas004599	MF	0000987	cis-regulatory region sequence-specific DNA binding	0.794426691662	0.434117656127	18	1
Tcas004599	BP	0045893	positive regulation of DNA-templated transcription	1.13622453413	0.45947424625	23	1
Tcas005172	MF	0005549	odorant binding	8.98174880828	0.739858097012	1	8
Tcas005172	CC	0016020	membrane	0.158679894148	0.362539904526	1	1
Tcas004440	BP	0045747	positive regulation of Notch signaling pathway	13.7945683428	0.843534513527	1	83
Tcas004440	MF	0035252	UDP-xylosyltransferase activity	13.2561439084	0.8333585025	1	85
Tcas004440	CC	0005788	endoplasmic reticulum lumen	9.79766113501	0.759193654099	1	79
Tcas004440	MF	0035251	UDP-glucosyltransferase activity	9.82158526201	0.759748211668	3	85
Tcas004440	BP	0006493	protein O-linked glycosylation	9.64370769534	0.755608721461	3	83
Tcas004440	MF	0008270	zinc ion binding	0.0551541226763	0.338800096401	11	1
Tcas004440	MF	0003676	nucleic acid binding	0.0475549323214	0.336363899639	12	2
Tcas004440	CC	0022625	cytosolic large ribosomal subunit	0.0801963296249	0.345819124812	13	1
Tcas004440	MF	0003735	structural constituent of ribosome	0.042462037582	0.334620374945	14	1
Tcas004440	BP	0006351	DNA-templated transcription	0.0603579405736	0.340372522695	33	1
Tcas004195	MF	0003835	beta-galactoside alpha-2,6-sialyltransferase activity	16.2926457178	0.858331810748	1	25
Tcas004195	BP	0097503	sialylation	14.9962718671	0.850806567573	1	25
Tcas004195	CC	0032580	Golgi cisterna membrane	10.8959073445	0.78398994396	1	25
Tcas004195	BP	0006486	protein glycosylation	7.92195483493	0.713379447321	2	25
Tcas003980	BP	0071763	nuclear membrane organization	13.2006519892	0.832250825906	1	46
Tcas003980	CC	0005637	nuclear inner membrane	12.1429818885	0.810675269035	1	46
Tcas003980	CC	0005789	endoplasmic reticulum membrane	6.69127700221	0.680296140407	4	46
Tcas003980	BP	0006629	lipid metabolic process	4.27534849525	0.604928818303	7	46
Tcas004335	BP	0030574	collagen catabolic process	12.7939288087	0.824060099383	1	89
Tcas004335	CC	0031012	extracellular matrix	8.49944830488	0.728013369255	1	89
Tcas004335	MF	0004222	metalloendopeptidase activity	7.33745675347	0.698013989367	1	89
Tcas004335	CC	0005615	extracellular space	6.84520729507	0.684591799346	2	89
Tcas004335	BP	0030198	extracellular matrix organization	9.94201505553	0.762529554634	3	89
Tcas004335	MF	0008270	zinc ion binding	5.07377085641	0.631763470777	4	89
Tcas004335	BP	0006508	proteolysis	4.32383085228	0.606626313547	6	89
Tcas004335	CC	0016020	membrane	0.0317240998422	0.330561950157	6	3
Tcas004506	MF	0008146	sulfotransferase activity	9.93066381793	0.76226811788	1	19
Tcas004506	BP	0051923	sulfation	1.81209713535	0.500159756442	1	1
Tcas004506	CC	0005737	cytoplasm	0.221719843766	0.373070522412	1	1
Tcas003822	MF	0015275	stretch-activated, monoatomic cation-selective, calcium channel activity	16.8635202593	0.861550410055	1	4
Tcas003822	BP	0098703	calcium ion import across plasma membrane	11.979797201	0.807263969641	1	4
Tcas003822	CC	0005886	plasma membrane	2.5485259019	0.536498778105	1	4
Tcas004897	CC	0072669	tRNA-splicing ligase complex	13.4474935564	0.837160368995	1	27
Tcas004897	BP	0006388	tRNA splicing, via endonucleolytic cleavage and ligation	11.3763353343	0.794442516948	1	27
Tcas004897	MF	0046872	metal ion binding	2.47601788251	0.533177535127	1	28
Tcas003867	MF	0003777	microtubule motor activity	9.74106098809	0.757878969563	1	21
Tcas003867	BP	0007018	microtubule-based movement	8.3263767392	0.72368130489	1	21
Tcas003867	CC	0005874	microtubule	7.54132275299	0.703440528733	1	20
Tcas003867	BP	0051231	spindle elongation	7.78934792362	0.709944535864	2	17
Tcas003867	MF	0008017	microtubule binding	8.56980166205	0.72976172638	3	21
Tcas003867	BP	0090307	mitotic spindle assembly	7.47402835265	0.701657477219	3	16
Tcas003867	CC	0072686	mitotic spindle	6.7220808574	0.681159691866	7	16
Tcas003867	MF	0005524	ATP binding	3.05164193884	0.558349145597	9	21
Tcas003867	CC	0005634	nucleus	2.51599872588	0.535014788448	13	17
Tcas003867	CC	0005737	cytoplasm	1.47934574095	0.481304375456	18	20
Tcas003867	CC	0005875	microtubule associated complex	1.17884090449	0.462350087038	19	2
Tcas003867	CC	1990904	ribonucleoprotein complex	0.171573144186	0.364843856393	23	1
Tcas003867	CC	0005840	ribosome	0.128580972056	0.356766090473	24	1
Tcas003867	MF	0016887	ATP hydrolysis activity	0.464666065884	0.40367764017	25	1
Tcas003867	MF	0003735	structural constituent of ribosome	0.146721063492	0.3603176775	31	1
Tcas003867	BP	0006412	translation	0.126563095512	0.356355927106	31	1
Tcas004096	MF	0005109	frizzled binding	11.7555229277	0.802537483629	1	26
Tcas004096	BP	0060070	canonical Wnt signaling pathway	10.70328102	0.779734421779	1	26
Tcas004096	CC	0005615	extracellular space	6.8446227239	0.684575577884	1	26
Tcas004096	BP	0045165	cell fate commitment	10.2868178492	0.770400968636	2	26
Tcas004096	MF	0005125	cytokine activity	10.1500342685	0.767294399537	2	26
Tcas004096	CC	0016020	membrane	0.0442918398576	0.335258249809	3	1
Tcas004096	BP	0030182	neuron differentiation	8.31625966938	0.723426683243	4	26
Tcas004169	MF	0003980	UDP-glucose:glycoprotein glucosyltransferase activity	14.3112884059	0.846698739978	1	86
Tcas004169	BP	0097359	UDP-glucosylation	13.9633450575	0.844574465834	1	86
Tcas004169	CC	0005788	endoplasmic reticulum lumen	10.7276205425	0.780274235007	1	86
Tcas004169	BP	0036503	ERAD pathway	11.047752848	0.787318084208	2	85
Tcas004169	BP	0018279	protein N-linked glycosylation via asparagine	10.8371320049	0.782695489042	3	85
Tcas004169	MF	0051082	unfolded protein binding	7.61070522277	0.705270596325	5	85
Tcas004169	MF	0008324	monoatomic cation transmembrane transporter activity	0.247244657995	0.376898815879	12	5
Tcas004169	CC	0016020	membrane	0.128033643463	0.356655157843	13	12
Tcas004169	BP	0098655	monoatomic cation transmembrane transport	0.226889879936	0.373863056716	43	5
Tcas005205	MF	0022857	transmembrane transporter activity	3.25905928944	0.566827597482	1	30
Tcas005205	BP	0055085	transmembrane transport	2.72904431456	0.544567777005	1	30
Tcas005205	CC	0016020	membrane	0.921506006987	0.444084891597	1	30
Tcas003815	MF	0022857	transmembrane transporter activity	3.25537063636	0.566679215476	1	1
Tcas003815	BP	0055085	transmembrane transport	2.72595554052	0.544431995568	1	1
Tcas003815	CC	0016020	membrane	0.920463032414	0.444005990291	1	1
Tcas004507	MF	0022857	transmembrane transporter activity	3.25904688654	0.566827098696	1	33
Tcas004507	BP	0055085	transmembrane transport	2.72903392871	0.544567320576	1	33
Tcas004507	CC	0016020	membrane	0.921502500039	0.44408462637	1	33
Tcas004464	MF	0004485	methylcrotonoyl-CoA carboxylase activity	13.1458248828	0.831154130802	1	89
Tcas004464	CC	0005739	mitochondrion	4.50238641975	0.612797375813	1	89
Tcas004464	MF	0005524	ATP binding	3.05184061605	0.558357402379	5	89
Tcas004464	CC	1905202	methylcrotonoyl-CoA carboxylase complex	0.14058048974	0.359141382132	8	1
Tcas004464	CC	0070013	intracellular organelle lumen	0.059434457272	0.340098573983	10	1
Tcas004464	MF	0046872	metal ion binding	2.476381737	0.533194322066	16	89
Tcas004464	CC	0016020	membrane	0.013101487092	0.321319842852	16	1
Tcas004464	MF	0004075	biotin carboxylase activity	0.639826471278	0.420844251201	24	5
Tcas004464	MF	0005549	odorant binding	0.130322260228	0.357117453441	26	1
Tcas003830	BP	0072657	protein localization to membrane	7.33473484435	0.697941030556	1	92
Tcas003830	CC	0016020	membrane	0.92154359448	0.444087734267	1	92
Tcas004062	CC	0061574	ASAP complex	14.4523573845	0.847552632394	1	9
Tcas004062	BP	0008380	RNA splicing	7.1351594424	0.692554163224	1	9
Tcas004062	MF	0003723	RNA binding	3.38224843123	0.57173572601	1	9
Tcas004062	CC	0071011	precatalytic spliceosome	7.48150175336	0.701855889703	2	8
Tcas004175	CC	0016020	membrane	0.921528295752	0.444086577261	1	67
Tcas003861	CC	0005762	mitochondrial large ribosomal subunit	5.98967346529	0.660059712483	1	1
Tcas003861	MF	0003735	structural constituent of ribosome	2.22449120488	0.521261855026	1	1
Tcas003861	BP	0006412	translation	1.91886894852	0.505835752158	1	1
Tcas003983	CC	0005840	ribosome	3.34973847322	0.570449261938	1	1
Tcas004209	MF	0043121	neurotrophin binding	15.2533154365	0.852323768961	1	90
Tcas004209	BP	1990090	cellular response to nerve growth factor stimulus	13.4344253093	0.836901584152	1	90
Tcas004209	CC	0043235	receptor complex	9.07186864236	0.742035762843	1	90
Tcas004209	MF	0005030	neurotrophin receptor activity	15.1141684688	0.851504054161	2	90
Tcas004209	CC	0030424	axon	9.00495396044	0.74041986935	2	90
Tcas004209	BP	0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	13.1629500542	0.831496927204	3	90
Tcas004209	BP	0038179	neurotrophin signaling pathway	13.1001239556	0.83023823587	4	90
Tcas004209	MF	0004714	transmembrane receptor protein tyrosine kinase activity	10.4864058469	0.774897101145	4	90
Tcas004209	BP	0010976	positive regulation of neuron projection development	12.767702131	0.82352749998	5	90
Tcas004209	CC	0005886	plasma membrane	2.54968050102	0.536551279898	7	90
Tcas004209	BP	0007169	cell surface receptor protein tyrosine kinase signaling pathway	9.2809366996	0.74704642496	14	90
Tcas004209	MF	0005524	ATP binding	3.05181162875	0.558356197719	16	90
Tcas004209	MF	0046872	metal ion binding	0.0265493606838	0.328358851056	34	1
Tcas005073	MF	0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	6.62876068209	0.6785374334	1	56
Tcas005073	BP	0006694	steroid biosynthetic process	5.99956565252	0.66035303687	1	35
Tcas005073	CC	0031966	mitochondrial membrane	3.10887691147	0.560716749998	1	35
Tcas005073	MF	0004497	monooxygenase activity	6.565307846	0.676743879038	2	56
Tcas005073	MF	0005506	iron ion binding	6.3421112862	0.670365128132	3	56
Tcas005073	BP	0042446	hormone biosynthetic process	5.39340086457	0.641908075472	3	31
Tcas005073	MF	0020037	heme binding	5.4453885905	0.643529375157	4	56
Tcas005073	BP	0034650	cortisol metabolic process	4.54715112181	0.614325207286	6	20
Tcas005073	CC	0019866	organelle inner membrane	1.89062842511	0.504350180846	7	22
Tcas005073	BP	0008207	C21-steroid hormone metabolic process	4.17043110745	0.601222116976	12	20
Tcas005073	BP	1902652	secondary alcohol metabolic process	3.81724182728	0.588388318643	13	24
Tcas005073	BP	0071375	cellular response to peptide hormone stimulus	3.43248611162	0.573711601963	14	20
Tcas005073	BP	0016125	sterol metabolic process	2.96737863581	0.55482269484	20	20
Tcas005073	BP	0042359	vitamin D metabolic process	1.74179006054	0.496330450394	38	6
Tcas005073	BP	0042362	fat-soluble vitamin biosynthetic process	1.40221237017	0.476638650364	40	6
Tcas005073	BP	0046173	polyol biosynthetic process	1.08781134185	0.45614097871	43	6
Tcas004237	BP	0002181	cytoplasmic translation	8.77274924631	0.734765370926	1	91
Tcas004237	CC	0022625	cytosolic large ribosomal subunit	7.09210427365	0.691382192615	1	91
Tcas004237	MF	0003735	structural constituent of ribosome	3.82844535987	0.58880432355	1	93
Tcas005265	BP	0070782	phosphatidylserine exposure on apoptotic cell surface	15.3826001136	0.853082040726	1	2
Tcas005265	CC	0005886	plasma membrane	2.54811482626	0.536480082852	1	2
Tcas005265	BP	1902742	apoptotic process involved in development	14.4890477606	0.847774036026	2	2
Tcas005265	BP	0043652	engulfment of apoptotic cell	13.3289983012	0.834809238124	3	2
Tcas003907	BP	0090071	negative regulation of ribosome biogenesis	11.5875641494	0.798968225222	1	5
Tcas003907	MF	0043023	ribosomal large subunit binding	10.1171780647	0.766545071237	1	5
Tcas003907	CC	0005739	mitochondrion	4.49958852815	0.612701631363	1	5
Tcas003907	BP	0017148	negative regulation of translation	9.23498956057	0.745950104028	3	5
Tcas004430	CC	0005655	nucleolar ribonuclease P complex	12.9516629157	0.827251841752	1	6
Tcas004430	BP	0008033	tRNA processing	5.82747128877	0.65521506427	1	6
Tcas004430	MF	0003723	RNA binding	3.38118849643	0.571693880675	1	6
Tcas004867	MF	0004386	helicase activity	6.4378222162	0.67311398358	1	42
Tcas004867	CC	0005694	chromosome	6.06533971735	0.662297259322	1	42
Tcas004867	BP	0006338	chromatin remodeling	0.487852366087	0.406117015083	1	1
Tcas004867	CC	0005634	nucleus	3.47396681706	0.575332188335	2	42
Tcas004867	MF	0005524	ATP binding	3.05185478971	0.558357991409	4	42
Tcas004867	BP	0010468	regulation of gene expression	0.220909077392	0.372945402153	5	1
Tcas004867	MF	0016787	hydrolase activity	2.25352796595	0.52267068667	16	42
Tcas004867	MF	0140658	ATP-dependent chromatin remodeler activity	0.655742304874	0.422279935548	22	1
Tcas004867	MF	0042393	histone binding	0.633179200169	0.420239354353	23	1
Tcas004867	MF	0003682	chromatin binding	0.600313306803	0.417200797597	24	1
Tcas004867	MF	0003677	DNA binding	0.445746839178	0.401641727034	26	4
Tcas004712	MF	0051287	NAD binding	6.75699649533	0.68213612359	1	3
Tcas004712	MF	0016491	oxidoreductase activity	3.02640336929	0.557298066681	2	3
Tcas004353	MF	0042030	ATPase inhibitor activity	12.7864899265	0.823909089462	1	3
Tcas004353	CC	0005765	lysosomal membrane	9.49707747247	0.752167612499	1	3
Tcas004353	MF	0051087	protein-folding chaperone binding	9.38307872754	0.749473902265	3	3
Tcas005221	MF	0003723	RNA binding	3.38076376932	0.571677110965	1	1
Tcas004188	MF	0015267	channel activity	6.14175847711	0.664542937465	1	1
Tcas004188	BP	0055085	transmembrane transport	2.7235736193	0.544327234593	1	1
Tcas004188	CC	0005886	plasma membrane	2.54449714602	0.536315489787	1	1
Tcas003891	MF	0015267	channel activity	6.14861888825	0.664743855615	1	2
Tcas003891	BP	0055085	transmembrane transport	2.72661588071	0.544461030357	1	2
Tcas003891	CC	0005886	plasma membrane	1.41255228981	0.477271424136	1	1
Tcas004232	BP	0006491	N-glycan processing	12.9154401598	0.8265206028	1	89
Tcas004232	MF	0004559	alpha-mannosidase activity	10.8445812582	0.782859743653	1	89
Tcas004232	CC	0000139	Golgi membrane	7.76054586904	0.709194621693	1	89
Tcas004232	BP	0006013	mannose metabolic process	11.3158119923	0.793138037899	2	89
Tcas004232	MF	0030246	carbohydrate binding	6.9465982002	0.687394927741	3	88
Tcas004232	MF	0046872	metal ion binding	2.42403366593	0.530766359152	6	88
Tcas004232	BP	0009987	cellular process	0.405630837053	0.397176651987	13	89
Tcas003839	BP	0007219	Notch signaling pathway	10.479991363	0.774753270497	1	86
Tcas003839	MF	0004842	ubiquitin-protein transferase activity	7.72549524322	0.708280134834	1	89
Tcas003839	CC	0005737	cytoplasm	1.53840632088	0.4847952026	1	90
Tcas003839	BP	0016567	protein ubiquitination	7.38335027201	0.699242100566	2	90
Tcas003839	CC	0044221	host cell synapse	1.22650405462	0.465505578398	2	9
Tcas003839	CC	0044218	other organism cell membrane	1.17538725191	0.462118983759	4	9
Tcas003839	MF	0008270	zinc ion binding	4.93812812173	0.627361979036	5	88
Tcas003839	CC	0033644	host cell membrane	0.592677088383	0.416482980643	7	9
Tcas003839	MF	0032033	myosin II light chain binding	0.407168811597	0.39735180161	15	2
Tcas003839	MF	0032038	myosin II heavy chain binding	0.303280916658	0.384663014558	16	2
Tcas003839	CC	0099512	supramolecular fiber	0.130971246137	0.357247807006	17	2
Tcas003839	BP	0006887	exocytosis	0.782415578923	0.43313558287	20	9
Tcas003839	MF	0061659	ubiquitin-like protein ligase activity	0.257643890025	0.378401536206	20	2
Tcas003839	CC	0005576	extracellular region	0.1048568149	0.351718086125	20	2
Tcas003839	CC	0043232	intracellular non-membrane-bounded organelle	0.0503084314526	0.337267693696	21	2
Tcas003839	MF	0090729	toxin activity	0.205215002831	0.370476562036	23	2
Tcas003839	MF	0016874	ligase activity	0.0929525180984	0.348968743569	25	2
Tcas003839	BP	0046716	muscle cell cellular homeostasis	0.271736113004	0.380390312061	27	2
Tcas003839	BP	0007520	myoblast fusion	0.269896504223	0.38013367149	28	2
Tcas003839	BP	0035821	modulation of process of another organism	0.142098816406	0.359434587148	40	2
Tcas003943	MF	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	7.49566895917	0.702231745264	1	1
Tcas003943	BP	0006357	regulation of transcription by RNA polymerase II	5.74251264665	0.652650605445	1	1
Tcas003943	CC	0005634	nucleus	3.46860722727	0.575123343883	1	1
Tcas003943	MF	0003700	DNA-binding transcription factor activity	4.55023321092	0.614430122518	9	1
Tcas004190	BP	0071140	resolution of mitotic recombination intermediates	16.3094782047	0.858427512006	1	4
Tcas004190	CC	0033065	Rad51C-XRCC3 complex	14.9663149459	0.850628903394	1	4
Tcas004190	MF	0000400	four-way junction DNA binding	10.7277878344	0.780277943163	1	4
Tcas004190	BP	0090656	t-circle formation	16.1949821884	0.857775565647	2	4
Tcas004190	MF	0140664	ATP-dependent DNA damage sensor activity	9.17031551204	0.744402318339	3	4
Tcas004190	CC	0005657	replication fork	8.69888328041	0.732950982668	3	4
Tcas004190	BP	0000722	telomere maintenance via recombination	14.0737709479	0.845251479411	6	4
Tcas004190	BP	0045003	double-strand break repair via synthesis-dependent strand annealing	12.7966975116	0.824116293068	7	4
Tcas004190	MF	0005524	ATP binding	3.04997949814	0.558280046057	12	4
Tcas004190	CC	0016020	membrane	0.232236889467	0.374673277972	15	1
Tcas004330	MF	0008270	zinc ion binding	4.21118116783	0.602667281775	1	6
Tcas004330	CC	0005634	nucleus	3.47332998373	0.575307381607	1	8
Tcas004330	BP	0010468	regulation of gene expression	2.74793444876	0.545396514102	1	7
Tcas004330	MF	0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	2.3335029555	0.526504725267	3	2
Tcas004330	MF	0003700	DNA-binding transcription factor activity	1.46004799342	0.480148711159	11	2
Tcas004330	BP	2001141	regulation of RNA biosynthetic process	1.1004042518	0.457015025053	11	2
Tcas004330	MF	0000987	cis-regulatory region sequence-specific DNA binding	0.84323704694	0.438034168127	18	1
Tcas004079	CC	0071013	catalytic step 2 spliceosome	9.44919846675	0.751038245328	1	92
Tcas004079	BP	0008380	RNA splicing	6.67702269381	0.679895864229	1	88
Tcas004079	MF	0004386	helicase activity	6.43782970224	0.673114197779	1	94
Tcas004079	BP	0006397	mRNA processing	6.18111969804	0.665694174245	2	88
Tcas004079	MF	0008186	ATP-dependent activity, acting on RNA	5.07351153423	0.631755112506	3	57
Tcas004079	MF	0003723	RNA binding	3.3475037782	0.570360603131	6	93
Tcas004079	MF	0005524	ATP binding	3.02004292719	0.557032490646	7	93
Tcas004079	MF	0140098	catalytic activity, acting on RNA	2.80428377316	0.547851859876	12	57
Tcas004079	CC	0071011	precatalytic spliceosome	0.110341584777	0.352932105962	13	1
Tcas004079	MF	0016787	hydrolase activity	2.1085106581	0.515540732652	21	88
Tcas004682	CC	0005615	extracellular space	6.83310502519	0.684255828002	1	1
Tcas004720	CC	0005615	extracellular space	6.8370390005	0.684365071779	1	2
Tcas004873	CC	0005615	extracellular space	6.8318603261	0.684221257019	1	1
Tcas004860	BP	0070286	axonemal dynein complex assembly	12.2968466531	0.813870806174	1	2
Tcas004860	MF	0045505	dynein intermediate chain binding	10.9732657488	0.785688358189	1	2
Tcas004860	CC	0005737	cytoplasm	1.53579842583	0.484642489823	1	2
Tcas004860	MF	0051087	protein-folding chaperone binding	9.3693738261	0.749148965744	2	2
Tcas003850	CC	0016020	membrane	0.920561292527	0.444013425601	1	1
Tcas003848	CC	0008541	proteasome regulatory particle, lid subcomplex	11.8702274572	0.804960412474	1	31
Tcas003848	BP	0042176	regulation of protein catabolic process	9.24627472164	0.74621962562	1	30
Tcas003848	MF	0030234	enzyme regulator activity	6.27695525821	0.668481938511	1	30
Tcas003848	BP	0006511	ubiquitin-dependent protein catabolic process	7.51931081649	0.702858172987	3	31
Tcas003848	BP	0050794	regulation of cellular process	2.44980201528	0.531964766033	16	30
Tcas003848	BP	0009987	cellular process	0.410464790612	0.39772604796	22	31
Tcas003893	MF	0008270	zinc ion binding	5.07288639853	0.631734962742	1	9
Tcas003893	MF	0003676	nucleic acid binding	2.16500988563	0.518346881604	5	9
Tcas004166	CC	0005794	Golgi apparatus	6.47724104026	0.674240162826	1	16
Tcas004620	BP	0044539	long-chain fatty acid import into cell	15.1368790688	0.851638099194	1	88
Tcas004620	MF	0005324	long-chain fatty acid transmembrane transporter activity	12.321653896	0.814384139399	1	88
Tcas004620	CC	0005789	endoplasmic reticulum membrane	6.69153240073	0.68030330838	1	88
Tcas004620	MF	0004467	long-chain fatty acid-CoA ligase activity	10.6926888085	0.779499311138	3	88
Tcas004620	BP	0001676	long-chain fatty acid metabolic process	9.81534011035	0.759603515221	5	88
Tcas004620	CC	0005886	plasma membrane	2.54970555369	0.536552418958	8	88
Tcas004620	CC	0005929	cilium	0.178045418239	0.365967762115	17	2
Tcas004620	MF	0016491	oxidoreductase activity	0.556932225558	0.413059699099	20	14
